model_key,model,node_id,bracket_index,round,round_label,match_id,kickoff_utc,local_date,status,stage,team_a,team_b,team_a_advancement_prob,team_b_advancement_prob,predicted_winner,confidence,actual_winner,actual_probability,log_loss,weighted_log_loss,points_available,points_earned,possible_points_remaining,evaluated,correct
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R32_02,1,round_of_32,Round of 32,537416,2026-06-30T21:00:00Z,2026-06-30,TIMED,LAST_32,France,Sweden,0.8978081771398607,0.10219182286013931,France,0.8978081771398607,,,,0.0,1,-0.0,1,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R32_03,2,round_of_32,Round of 32,537417,2026-06-28T19:00:00Z,2026-06-28,FINISHED,LAST_32,South Africa,Canada,0.18661409737636053,0.8133859026236394,Canada,0.8133859026236394,Canada,0.8133859026236394,0.20654961707838315,0.20654961707838315,1,-0.20654961707838315,0,True,True
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R32_04,3,round_of_32,Round of 32,537418,2026-06-30T01:00:00Z,2026-06-29,TIMED,LAST_32,Netherlands,Morocco,0.682134353367384,0.3178656466326161,Netherlands,0.682134353367384,,,,0.0,1,-0.0,1,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R32_05,4,round_of_32,Round of 32,537419,2026-07-02T23:00:00Z,2026-07-02,TIMED,LAST_32,Portugal,Croatia,0.6257923593240617,0.37420764067593837,Portugal,0.6257923593240617,,,,0.0,1,-0.0,1,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R32_06,5,round_of_32,Round of 32,537420,2026-07-02T19:00:00Z,2026-07-02,TIMED,LAST_32,Spain,Austria,0.885920230387133,0.11407976961286713,Spain,0.885920230387133,,,,0.0,1,-0.0,1,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R32_07,6,round_of_32,Round of 32,537421,2026-07-02T00:00:00Z,2026-07-01,TIMED,LAST_32,United States,Bosnia-Herzegovina,0.9357792985679079,0.06422070143209212,United States,0.9357792985679079,,,,0.0,1,-0.0,1,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R32_08,7,round_of_32,Round of 32,537422,2026-07-01T20:00:00Z,2026-07-01,TIMED,LAST_32,Belgium,Senegal,0.5757768834359298,0.4242231165640702,Belgium,0.5757768834359298,,,,0.0,1,-0.0,1,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R32_09,8,round_of_32,Round of 32,537423,2026-06-29T17:00:00Z,2026-06-29,FINISHED,LAST_32,Brazil,Japan,0.7412455338545755,0.2587544661454245,Brazil,0.7412455338545755,Brazil,0.7412455338545755,0.2994233538423829,0.2994233538423829,1,-0.2994233538423829,0,True,True
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R32_10,9,round_of_32,Round of 32,537424,2026-06-30T17:00:00Z,2026-06-30,TIMED,LAST_32,Ivory Coast,Norway,0.20233225253716788,0.7976677474628321,Norway,0.7976677474628321,,,,0.0,1,-0.0,1,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R32_11,10,round_of_32,Round of 32,537425,2026-07-01T01:00:00Z,2026-06-30,TIMED,LAST_32,Mexico,Ecuador,0.3767075417644212,0.6232924582355788,Ecuador,0.6232924582355788,,,,0.0,1,-0.0,1,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R32_12,11,round_of_32,Round of 32,537426,2026-07-01T16:00:00Z,2026-07-01,TIMED,LAST_32,England,DR Congo,0.8965558142346199,0.10344418576538,England,0.8965558142346199,,,,0.0,1,-0.0,1,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R32_13,12,round_of_32,Round of 32,537427,2026-07-03T22:00:00Z,2026-07-03,TIMED,LAST_32,Argentina,Cape Verde,0.9329779274258958,0.0670220725741042,Argentina,0.9329779274258958,,,,0.0,1,-0.0,1,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R32_14,13,round_of_32,Round of 32,537428,2026-07-03T18:00:00Z,2026-07-03,TIMED,LAST_32,Australia,Egypt,0.5517720947729201,0.4482279052270799,Australia,0.5517720947729201,,,,0.0,1,-0.0,1,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R32_15,14,round_of_32,Round of 32,537429,2026-07-03T03:00:00Z,2026-07-02,TIMED,LAST_32,Switzerland,Algeria,0.7386614711915929,0.26133852880840713,Switzerland,0.7386614711915929,,,,0.0,1,-0.0,1,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R32_16,15,round_of_32,Round of 32,537430,2026-07-04T01:30:00Z,2026-07-03,TIMED,LAST_32,Colombia,Ghana,0.9168443129493888,0.08315568705061122,Colombia,0.9168443129493888,,,,0.0,1,-0.0,1,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R16_01,0,round_of_16,Round of 16,R16_01,,,PREDICTED,round_of_16,Germany,France,0.23578471836916937,0.7642152816308306,France,0.7642152816308306,,,,0.0,2,-0.0,2,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R16_02,1,round_of_16,Round of 16,R16_02,,,PREDICTED,round_of_16,Canada,Netherlands,0.23153596520761105,0.768464034792389,Netherlands,0.768464034792389,,,,0.0,2,-0.0,2,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R16_03,2,round_of_16,Round of 16,R16_03,,,PREDICTED,round_of_16,Portugal,Spain,0.32463124298888885,0.6753687570111112,Spain,0.6753687570111112,,,,0.0,2,-0.0,2,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R16_04,3,round_of_16,Round of 16,R16_04,,,PREDICTED,round_of_16,United States,Belgium,0.4348491419684746,0.5651508580315254,Belgium,0.5651508580315254,,,,0.0,2,-0.0,2,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R16_05,4,round_of_16,Round of 16,R16_05,,,PREDICTED,round_of_16,Brazil,Norway,0.7042384649933864,0.2957615350066137,Brazil,0.7042384649933864,,,,0.0,2,-0.0,2,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R16_06,5,round_of_16,Round of 16,R16_06,,,PREDICTED,round_of_16,Ecuador,England,0.3993912728677132,0.6006087271322869,England,0.6006087271322869,,,,0.0,2,-0.0,2,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R16_07,6,round_of_16,Round of 16,R16_07,,,PREDICTED,round_of_16,Argentina,Australia,0.9104977794718576,0.08950222052814234,Argentina,0.9104977794718576,,,,0.0,2,-0.0,2,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,R16_08,7,round_of_16,Round of 16,R16_08,,,PREDICTED,round_of_16,Switzerland,Colombia,0.38520939895857753,0.6147906010414225,Colombia,0.6147906010414225,,,,0.0,2,-0.0,2,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,QF_01,0,quarterfinal,Quarterfinal,QF_01,,,PREDICTED,quarterfinal,France,Netherlands,0.7183621129560013,0.2816378870439987,France,0.7183621129560013,,,,0.0,4,-0.0,4,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,QF_02,1,quarterfinal,Quarterfinal,QF_02,,,PREDICTED,quarterfinal,Spain,Belgium,0.8289934216017929,0.17100657839820715,Spain,0.8289934216017929,,,,0.0,4,-0.0,4,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,QF_03,2,quarterfinal,Quarterfinal,QF_03,,,PREDICTED,quarterfinal,Brazil,England,0.5540056056653373,0.4459943943346627,Brazil,0.5540056056653373,,,,0.0,4,-0.0,4,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,QF_04,3,quarterfinal,Quarterfinal,QF_04,,,PREDICTED,quarterfinal,Argentina,Colombia,0.6672391023327038,0.3327608976672962,Argentina,0.6672391023327038,,,,0.0,4,-0.0,4,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,SF_01,0,semifinal,Semifinal,SF_01,,,PREDICTED,semifinal,France,Spain,0.5001695930237189,0.4998304069762811,France,0.5001695930237189,,,,0.0,8,-0.0,8,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,SF_02,1,semifinal,Semifinal,SF_02,,,PREDICTED,semifinal,Brazil,Argentina,0.42682208571679436,0.5731779142832056,Argentina,0.5731779142832056,,,,0.0,8,-0.0,8,False,False
market_adjusted_wc_elo,Market-Adjusted WC Elo Model,F_01,0,final,Final,F_01,,,PREDICTED,final,France,Argentina,0.5636901631374998,0.4363098368625003,France,0.5636901631374998,,,,0.0,16,-0.0,16,False,False
