alpha,draw_multiplier,draw_decision_threshold,draw_decision_max_win_gap,matches,log_loss,accuracy,predicted_draws,actual_draws,draw_recall,draw_precision,world_cup_2022_matches,world_cup_2022_log_loss,world_cup_2022_accuracy,world_cup_2022_predicted_draws,world_cup_2022_actual_draws,world_cup_2022_draw_recall,world_cup_2022_draw_precision
0.1,0.85,0.26,0.02,4414.0,0.9720337400617488,0.5403262347077481,14.0,1015.0,0.0019704433497536944,0.14285714285714285,64.0,1.0101357222632221,0.546875,1.0,15.0,0.06666666666666667,1.0
