matches,log_loss,brier_score,accuracy,top_probability_accuracy,top_probability_predicted_draws,predicted_draws,actual_draws,decision_accuracy,draw_recall,draw_precision,non_draw_accuracy,start_year,average_total_goals,draw_inflation,goal_profile_weight,dixon_coles_rho,decision_threshold,decision_max_win_prob_gap
7952.0,0.9449919726437647,0.5457565742306657,0.6007293762575453,0.6007293762575453,0.0,327.0,1837.0,0.5998490945674044,0.06205770277626565,0.3486238532110092,0.7614063777596075,2018.0,2.7212239583333333,1.2,0.2,-0.08,0.3,0.12
