feature_profile,max_iter,learning_rate,max_leaf_nodes,l2_regularization,class_weight,draw_probability_multiplier,calibration_temperature,validation_accuracy,pooled_validation_accuracy,validation_log_loss,selected
baseline_no_market,120,0.04,15,3.0,none,1.15,1.15,0.5801930147058824,0.6118500604594922,0.9273837377214744,False
baseline_no_market,120,0.04,15,3.0,none,1.15,1.3,0.5801930147058824,0.6118500604594922,0.929071117774118,False
baseline_no_market,120,0.04,15,3.0,none,1.15,1.5,0.5801930147058824,0.6118500604594922,0.9346297067120595,False
baseline_no_market,120,0.04,15,3.0,none,1.2,0.85,0.5686452633378933,0.6106408706166868,0.9416897308545217,False
baseline_no_market,120,0.04,15,3.0,none,1.2,1.0,0.5686452633378933,0.6106408706166868,0.9311750218559798,False
baseline_no_market,120,0.04,15,3.0,none,1.2,1.15,0.5686452633378933,0.6106408706166868,0.9287419226320064,False
baseline_no_market,120,0.04,15,3.0,none,1.2,1.3,0.5686452633378933,0.6106408706166868,0.930528703601445,False
baseline_no_market,120,0.04,15,3.0,none,1.2,1.5,0.5686452633378933,0.6106408706166868,0.9361311286747226,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,0.85,0.85,0.5925957592339262,0.6160822249093107,0.9281755035019241,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,0.85,1.0,0.5925957592339262,0.6160822249093107,0.9223054415737798,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,0.85,1.15,0.5925957592339262,0.6160822249093107,0.9236494387269543,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,0.85,1.3,0.5925957592339262,0.6160822249093107,0.9283882523421014,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,0.85,1.5,0.5925957592339262,0.6160822249093107,0.9368825656521667,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,0.95,0.85,0.592937756497948,0.6172914147521161,0.9255309134575239,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,0.95,1.0,0.592937756497948,0.6172914147521161,0.9219578319683712,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,0.95,1.15,0.592937756497948,0.6172914147521161,0.9246572745355641,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,0.95,1.3,0.592937756497948,0.6172914147521161,0.930214386503724,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,0.95,1.5,0.592937756497948,0.6172914147521161,0.939323354511532,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,1.0,0.85,0.588860507865937,0.6160822249093107,0.9252165809635216,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,1.0,1.0,0.588860507865937,0.6160822249093107,0.9224956377763427,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,1.0,1.15,0.588860507865937,0.6160822249093107,0.9256753212891242,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,1.0,1.3,0.588860507865937,0.6160822249093107,0.9315049631574671,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,1.0,1.5,0.588860507865937,0.6160822249093107,0.9407976457984273,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,1.05,0.85,0.5808770092339262,0.6142684401451027,0.9254705119519864,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,1.05,1.0,0.5808770092339262,0.6142684401451027,0.9234304029443953,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,1.05,1.15,0.5808770092339262,0.6142684401451027,0.9269772912344545,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,1.05,1.3,0.5808770092339262,0.6142684401451027,0.9330018684680714,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,1.05,1.5,0.5808770092339262,0.6142684401451027,0.9424085712994812,False
baseline_no_market,80,0.03,15,5.0,0:1;1:1.05;2:1,1.1,0.85,0.5886895092339262,0.6154776299879081,0.9262287494206461,False
