model,all_2022_plus_matches,all_2022_plus_log_loss,all_2022_plus_brier_score,all_2022_plus_accuracy,all_2022_plus_top_probability_accuracy,all_2022_plus_top_probability_predicted_draws,all_2022_plus_predicted_draws,all_2022_plus_actual_draws,all_2022_plus_decision_accuracy,all_2022_plus_draw_recall,all_2022_plus_draw_precision,all_2022_plus_non_draw_accuracy,all_2022_plus_start_year,all_2022_plus_average_total_goals,all_2022_plus_xg_strength,all_2022_plus_total_goal_strength,all_2022_plus_dixon_coles_rho,all_2022_plus_statsbomb_window,all_2022_plus_goal_profile_weight,world_cup_2022_matches,world_cup_2022_log_loss,world_cup_2022_brier_score,world_cup_2022_accuracy,world_cup_2022_top_probability_predicted_draws,world_cup_2022_predicted_draws,world_cup_2022_actual_draws,world_cup_2022_decision_accuracy,world_cup_2022_draw_recall,world_cup_2022_draw_precision,world_cup_2022_non_draw_accuracy
statsbomb_goal_model,4414.0,0.9608358061475372,0.5558604828465541,0.5996828273674671,0.5996828273674671,0.0,0.0,1015.0,0.5996828273674671,0.0,0.0,0.7787584583701088,2022.0,2.726154394722767,0.0,0.5,0.0,5,0.2,64.0,1.23055312818741,0.6755357459178579,0.515625,0.0,0.0,15.0,0.515625,0.0,0.0,0.673469387755102
