top_probability_accuracy,decision_accuracy,log_loss,multiclass_brier_score,top_probability_predicted_draws,predicted_draws,actual_draws,draw_recall,draw_precision,non_draw_accuracy,accuracy
0.6073855913004078,0.6073855913004078,0.8640073844639368,0.16949634435211322,43.0,43.0,1015.0,0.0187192118226601,0.4418604651162791,0.7831715210355987,0.6073855913004078
