group_shrinkage,knockout_shrinkage,rotation_strength,rotation_draw_share,validation_log_loss,validation_accuracy,selected
0.15,0.15,0.05,0.25,0.8615292683917858,0.607795172863666,False
0.15,0.15,0.05,0.5,0.8615329031098058,0.607795172863666,False
0.15,0.15,0.1,0.25,0.861470513173825,0.607795172863666,False
0.15,0.15,0.1,0.5,0.8614780945115726,0.607795172863666,False
0.15,0.15,0.15,0.25,0.8614158806304354,0.607795172863666,False
0.15,0.15,0.15,0.5,0.8614277285873414,0.607795172863666,False
0.15,0.15,0.2,0.25,0.861365389039689,0.607795172863666,False
0.15,0.15,0.2,0.5,0.861381833418525,0.607795172863666,False
0.2,0.0,0.0,0.25,0.8613350123005338,0.607795172863666,False
0.2,0.0,0.0,0.5,0.8613350123005338,0.607795172863666,False
0.2,0.0,0.05,0.25,0.8612748948952031,0.607795172863666,False
0.2,0.0,0.05,0.5,0.8612786803400839,0.607795172863666,False
0.2,0.0,0.1,0.25,0.8612191028317203,0.607795172863666,False
0.2,0.0,0.1,0.5,0.8612269760741658,0.607795172863666,False
0.2,0.0,0.15,0.25,0.8611675894225189,0.607795172863666,False
0.2,0.0,0.15,0.5,0.8611798591719739,0.607795172863666,False
0.2,0.0,0.2,0.25,0.8611203847376551,0.607795172863666,True
0.2,0.0,0.2,0.5,0.8611373675592895,0.607795172863666,False
0.2,0.05,0.0,0.25,0.8613937012216544,0.607795172863666,False
0.2,0.05,0.0,0.5,0.8613937012216544,0.607795172863666,False
0.2,0.05,0.05,0.25,0.8613335838163239,0.607795172863666,False
0.2,0.05,0.05,0.5,0.8613373692612047,0.607795172863666,False
0.2,0.05,0.1,0.25,0.861277791752841,0.607795172863666,False
0.2,0.05,0.1,0.5,0.8612856649952864,0.607795172863666,False
0.2,0.05,0.15,0.25,0.8612262783436395,0.607795172863666,False
0.2,0.05,0.15,0.5,0.8612385480930945,0.607795172863666,False
0.2,0.05,0.2,0.25,0.8611790736587757,0.607795172863666,False
0.2,0.05,0.2,0.5,0.8611960564804103,0.607795172863666,False
0.2,0.1,0.0,0.25,0.8614582544175289,0.607795172863666,False
0.2,0.1,0.0,0.5,0.8614582544175289,0.607795172863666,False
0.2,0.1,0.05,0.25,0.8613981370121984,0.607795172863666,False
0.2,0.1,0.05,0.5,0.861401922457079,0.607795172863666,False
0.2,0.1,0.1,0.25,0.8613423449487153,0.607795172863666,False
0.2,0.1,0.1,0.5,0.8613502181911609,0.607795172863666,False
0.2,0.1,0.15,0.25,0.8612908315395138,0.607795172863666,False
0.2,0.1,0.15,0.5,0.861303101288969,0.607795172863666,False
0.2,0.1,0.2,0.25,0.86124362685465,0.607795172863666,False
