xg_strength,total_goal_strength,dixon_coles_rho,statsbomb_window,goal_profile_weight,matches,log_loss,brier_score,accuracy,top_probability_accuracy,top_probability_predicted_draws,predicted_draws,actual_draws,decision_accuracy,draw_recall,draw_precision,non_draw_accuracy,selected
0.5,0.5,-0.12,5,0.35,64.0,1.0539277792953188,0.6154304643217733,0.5625,0.5625,0.0,2.0,13.0,0.5625,0.07692307692307693,0.5,0.6862745098039216,False
0.75,0.5,-0.04,5,0.2,64.0,1.054276963054581,0.6191091747288886,0.546875,0.546875,0.0,0.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
0.75,0.5,0.0,5,0.35,64.0,1.0551016847695873,0.6196109685714375,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
0.5,0.25,-0.12,5,0.35,64.0,1.055245935237949,0.6158497815319831,0.5625,0.5625,0.0,2.0,13.0,0.5625,0.07692307692307693,0.5,0.6862745098039216,False
0.75,0.25,-0.04,5,0.2,64.0,1.0553756578167972,0.619363558489305,0.546875,0.546875,0.0,0.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
0.75,0.25,0.0,5,0.35,64.0,1.05602498056859,0.619752671504877,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
0.5,0.5,-0.12,3,0.35,64.0,1.0561215556597061,0.6170434085315121,0.5625,0.5625,0.0,2.0,13.0,0.5625,0.07692307692307693,0.5,0.6862745098039216,False
0.5,0.25,-0.12,3,0.35,64.0,1.056435725638461,0.6168166906974408,0.5625,0.5625,0.0,2.0,13.0,0.5625,0.07692307692307693,0.5,0.6862745098039216,False
0.75,0.0,-0.04,5,0.2,64.0,1.0566693350931033,0.6197399719939232,0.546875,0.546875,0.0,0.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
0.5,0.0,-0.12,5,0.35,64.0,1.0567181913965413,0.6163804424407111,0.5625,0.5625,0.0,3.0,13.0,0.5625,0.07692307692307693,0.3333333333333333,0.6862745098039216,False
0.75,0.5,-0.04,3,0.2,64.0,1.0567441618460198,0.6207692385116744,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
0.75,0.25,-0.04,3,0.2,64.0,1.0568319187532111,0.6204260586619903,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
0.5,0.0,-0.12,3,0.35,64.0,1.0569323786615237,0.6166940070815394,0.5625,0.5625,0.0,3.0,13.0,0.5625,0.07692307692307693,0.3333333333333333,0.6862745098039216,False
0.75,0.0,-0.04,3,0.2,64.0,1.0571456223499933,0.6201929201197449,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
0.75,0.0,0.0,5,0.35,64.0,1.057157638930409,0.6200132273365242,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
0.75,0.25,0.0,3,0.35,64.0,1.0574845920976903,0.6207228529918594,0.578125,0.578125,0.0,0.0,13.0,0.578125,0.0,0.0,0.7254901960784313,False
0.75,0.5,0.0,3,0.35,64.0,1.0575853827189658,0.621156413817316,0.578125,0.578125,0.0,0.0,13.0,0.578125,0.0,0.0,0.7254901960784313,False
0.75,0.0,0.0,3,0.35,64.0,1.057628272497161,0.6203936026061607,0.578125,0.578125,0.0,0.0,13.0,0.578125,0.0,0.0,0.7254901960784313,False
0.75,0.5,-0.08,5,0.2,64.0,1.058104469946418,0.6197458766906583,0.546875,0.546875,0.0,1.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
0.75,0.5,-0.04,5,0.35,64.0,1.0583785465640605,0.6200694639092791,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
0.75,0.25,-0.08,5,0.2,64.0,1.0593112720875804,0.6200757842330797,0.546875,0.546875,0.0,1.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
0.75,0.25,-0.04,5,0.35,64.0,1.0594115395866899,0.6202841885553932,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
0.75,0.5,-0.08,3,0.2,64.0,1.0605678579688895,0.6214822392706015,0.5625,0.5625,0.0,1.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
0.75,0.0,-0.04,5,0.35,64.0,1.0606380355954794,0.6206154382137797,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
0.75,0.0,-0.08,5,0.2,64.0,1.0606959129962044,0.6205240696329232,0.546875,0.546875,0.0,2.0,13.0,0.5625,0.07692307692307693,0.5,0.6862745098039216,False
0.75,0.25,-0.08,3,0.2,64.0,1.0607597229683425,0.6211972196539574,0.5625,0.5625,0.0,1.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
0.75,0.5,-0.04,3,0.35,64.0,1.0608604906631542,0.6216899517585509,0.578125,0.578125,0.0,0.0,13.0,0.578125,0.0,0.0,0.7254901960784313,False
0.75,0.25,-0.04,3,0.35,64.0,1.0608652857949172,0.6213121197763519,0.578125,0.578125,0.0,0.0,13.0,0.578125,0.0,0.0,0.7254901960784313,False
0.75,0.0,-0.04,3,0.35,64.0,1.0610975538411762,0.6210377031389206,0.578125,0.578125,0.0,0.0,13.0,0.578125,0.0,0.0,0.7254901960784313,False
0.75,0.0,-0.08,3,0.2,64.0,1.0611592331583957,0.6210202038574404,0.5625,0.5625,0.0,2.0,13.0,0.578125,0.07692307692307693,0.5,0.7058823529411765,False
0.75,0.5,-0.08,5,0.35,64.0,1.0622298867214226,0.620686420408955,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
0.75,0.5,-0.12,5,0.2,64.0,1.0625197685610042,0.6205453399251587,0.546875,0.546875,0.0,3.0,13.0,0.546875,0.07692307692307693,0.3333333333333333,0.6666666666666666,False
0.75,0.25,-0.08,5,0.35,64.0,1.0633771674272396,0.6209776505114648,0.5625,0.5625,0.0,1.0,13.0,0.578125,0.07692307692307693,1.0,0.7058823529411765,False
0.75,0.25,-0.12,5,0.2,64.0,1.0638395759794013,0.6209540733693055,0.546875,0.546875,0.0,4.0,13.0,0.546875,0.07692307692307693,0.25,0.6666666666666666,False
0.75,0.0,-0.08,5,0.35,64.0,1.064701394634181,0.6213824867216704,0.5625,0.5625,0.0,1.0,13.0,0.578125,0.07692307692307693,1.0,0.7058823529411765,False
0.75,0.5,-0.08,3,0.35,64.0,1.064709269341733,0.622383740675921,0.578125,0.578125,0.0,1.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
0.75,0.25,-0.08,3,0.35,64.0,1.0648242353391966,0.6220645767672428,0.578125,0.578125,0.0,1.0,13.0,0.59375,0.07692307692307693,1.0,0.7254901960784313,False
0.75,0.5,-0.12,3,0.2,64.0,1.0649782406602248,0.622359672923772,0.5625,0.5625,0.0,3.0,13.0,0.546875,0.07692307692307693,0.3333333333333333,0.6666666666666666,False
0.75,0.0,-0.08,3,0.35,64.0,1.0651487241520885,0.6218474512017842,0.578125,0.578125,0.0,1.0,13.0,0.59375,0.07692307692307693,1.0,0.7254901960784313,False
0.75,0.25,-0.12,3,0.2,64.0,1.065279185975677,0.6221356353747932,0.5625,0.5625,0.0,4.0,13.0,0.546875,0.07692307692307693,0.25,0.6666666666666666,False
0.75,0.0,-0.12,5,0.2,64.0,1.0653193015359168,0.6214768772023023,0.546875,0.546875,0.0,5.0,13.0,0.53125,0.07692307692307693,0.2,0.6470588235294118,False
0.75,0.0,-0.12,3,0.2,64.0,1.0657684379993206,0.6220170237138871,0.5625,0.5625,0.0,5.0,13.0,0.53125,0.07692307692307693,0.2,0.6470588235294118,False
1.0,0.5,0.0,5,0.2,64.0,1.0665968791570872,0.6263133993518942,0.546875,0.546875,0.0,0.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
0.75,0.5,-0.12,5,0.35,64.0,1.0666799887679579,0.6214618380704654,0.5625,0.5625,0.0,2.0,13.0,0.5625,0.07692307692307693,0.5,0.6862745098039216,False
1.0,0.25,0.0,5,0.2,64.0,1.067533326816788,0.6264511638745002,0.546875,0.546875,0.0,0.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
0.75,0.25,-0.12,5,0.35,64.0,1.0679466468999652,0.6218330573730915,0.5625,0.5625,0.0,2.0,13.0,0.5625,0.07692307692307693,0.5,0.6862745098039216,False
1.0,0.0,0.0,5,0.2,64.0,1.0686874594705806,0.6267119312106835,0.546875,0.546875,0.0,0.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
0.75,0.5,-0.12,3,0.35,64.0,1.069155739908228,0.6232377805694259,0.578125,0.578125,0.0,2.0,13.0,0.578125,0.07692307692307693,0.5,0.7058823529411765,False
1.0,0.25,0.0,3,0.2,64.0,1.0693461939306035,0.6276191509178318,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
0.75,0.0,-0.12,5,0.35,64.0,1.0693729609509013,0.622314372860196,0.5625,0.5625,0.0,3.0,13.0,0.5625,0.07692307692307693,0.3333333333333333,0.6862745098039216,False
0.75,0.25,-0.12,3,0.35,64.0,1.069386056930373,0.622980223964532,0.578125,0.578125,0.0,2.0,13.0,0.578125,0.07692307692307693,0.5,0.7058823529411765,False
1.0,0.5,0.0,3,0.2,64.0,1.0694518100554493,0.6280414260092037,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
1.0,0.0,0.0,3,0.2,64.0,1.0694930311140964,0.6273038576484063,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
0.75,0.0,-0.12,3,0.35,64.0,1.0698069375387238,0.6228228467947516,0.578125,0.578125,0.0,3.0,13.0,0.5625,0.07692307692307693,0.3333333333333333,0.6862745098039216,False
1.0,0.5,-0.04,5,0.2,64.0,1.0699939855687637,0.6268138446049782,0.546875,0.546875,0.0,0.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
1.0,0.25,-0.04,5,0.2,64.0,1.071034610187794,0.6270227773018219,0.546875,0.546875,0.0,0.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
1.0,0.5,0.0,5,0.35,64.0,1.0713908681892608,0.6273290191847644,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
1.0,0.25,0.0,5,0.35,64.0,1.0722497200632901,0.6274280458154446,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
1.0,0.0,-0.04,5,0.2,64.0,1.072276364899563,0.6273518816050939,0.546875,0.546875,0.0,0.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
1.0,0.25,-0.04,3,0.2,64.0,1.0728370339650355,0.6282630455631947,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
1.0,0.5,-0.04,3,0.2,64.0,1.0728424831498988,0.6286313767072095,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
1.0,0.0,-0.04,3,0.2,64.0,1.0730664899845546,0.6280003444275486,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
1.0,0.0,0.0,5,0.35,64.0,1.0733244651610467,0.6276438492871315,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
1.0,0.5,-0.08,5,0.2,64.0,1.0739856771186111,0.627472553363019,0.546875,0.546875,0.0,1.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
1.0,0.25,0.0,3,0.35,64.0,1.074050895716206,0.6285482104007862,0.578125,0.578125,0.0,0.0,13.0,0.578125,0.0,0.0,0.7254901960784313,False
1.0,0.0,0.0,3,0.35,64.0,1.0741036309872198,0.628192970989773,0.578125,0.578125,0.0,0.0,13.0,0.578125,0.0,0.0,0.7254901960784313,False
1.0,0.5,0.0,3,0.35,64.0,1.0742521620703023,0.6290030360224159,0.578125,0.578125,0.0,0.0,13.0,0.578125,0.0,0.0,0.7254901960784313,False
1.0,0.5,-0.04,5,0.35,64.0,1.0748122663023936,0.6278173668260347,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
1.0,0.25,-0.08,5,0.2,64.0,1.0751351654498944,0.6277559198563505,0.546875,0.546875,0.0,1.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
1.0,0.25,-0.04,5,0.35,64.0,1.07578127031437,0.6279882678010199,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
1.0,0.0,-0.08,5,0.2,64.0,1.0764684494242798,0.6281559904018958,0.546875,0.546875,0.0,1.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
1.0,0.5,-0.08,3,0.2,64.0,1.0768264529326086,0.6293815697642867,0.5625,0.5625,0.0,1.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
1.0,0.25,-0.08,3,0.2,64.0,1.076925865707201,0.6290699577962197,0.5625,0.5625,0.0,1.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
1.0,0.0,-0.04,5,0.35,64.0,1.076950147299529,0.6282737799387428,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
1.0,0.0,-0.08,3,0.2,64.0,1.0772415981517172,0.6288621049268595,0.5625,0.5625,0.0,1.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
1.0,0.25,-0.04,3,0.35,64.0,1.0775733289304925,0.6291805224668783,0.578125,0.578125,0.0,0.0,13.0,0.578125,0.0,0.0,0.7254901960784313,False
1.0,0.5,-0.04,3,0.35,64.0,1.077668589156058,0.6295811158813877,0.578125,0.578125,0.0,0.0,13.0,0.578125,0.0,0.0,0.7254901960784313,False
1.0,0.0,-0.04,3,0.35,64.0,1.077714830016378,0.6288787592298609,0.578125,0.578125,0.0,0.0,13.0,0.578125,0.0,0.0,0.7254901960784313,False
1.0,0.5,-0.12,5,0.2,64.0,1.0786005948103816,0.6282895256260164,0.546875,0.546875,0.0,3.0,13.0,0.515625,0.0,0.0,0.6470588235294118,False
1.0,0.5,-0.08,5,0.35,64.0,1.0788376648662337,0.6284598155742857,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
1.0,0.25,-0.12,5,0.2,64.0,1.0798641762552748,0.6286505915380861,0.546875,0.546875,0.0,4.0,13.0,0.515625,0.0,0.0,0.6470588235294118,False
1.0,0.25,-0.08,5,0.35,64.0,1.0799216729624517,0.628706031834836,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
1.0,0.0,-0.08,5,0.35,64.0,1.0811887956479707,0.6290641217005953,0.5625,0.5625,0.0,0.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
1.0,0.0,-0.12,5,0.2,64.0,1.0812933942350256,0.6291242576010895,0.546875,0.546875,0.0,5.0,13.0,0.5,0.0,0.0,0.6274509803921569,False
1.0,0.5,-0.12,3,0.2,64.0,1.0814320673420028,0.6302920051804355,0.5625,0.5625,0.0,3.0,13.0,0.53125,0.0,0.0,0.6666666666666666,False
1.0,0.25,-0.12,3,0.2,64.0,1.0816416709088843,0.6300398876169068,0.5625,0.5625,0.0,4.0,13.0,0.515625,0.0,0.0,0.6470588235294118,False
1.0,0.5,-0.08,3,0.35,64.0,1.0816877934108795,0.6303153866313499,0.578125,0.578125,0.0,1.0,13.0,0.5625,0.0,0.0,0.7058823529411765,False
1.0,0.25,-0.08,3,0.35,64.0,1.0817034071700573,0.6299719124773862,0.578125,0.578125,0.0,0.0,13.0,0.578125,0.0,0.0,0.7254901960784313,False
1.0,0.0,-0.08,3,0.35,64.0,1.0819375319434794,0.629726051560148,0.578125,0.578125,0.0,0.0,13.0,0.578125,0.0,0.0,0.7254901960784313,False
1.0,0.0,-0.12,3,0.2,64.0,1.082047905416483,0.629889139146339,0.5625,0.5625,0.0,5.0,13.0,0.5,0.0,0.0,0.6274509803921569,False
1.0,0.5,-0.12,5,0.35,64.0,1.0835008705643732,0.629256365429517,0.5625,0.5625,0.0,2.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
1.0,0.25,-0.12,5,0.35,64.0,1.0847053375212303,0.629581337916893,0.5625,0.5625,0.0,2.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
1.0,0.0,-0.12,5,0.35,64.0,1.0860753758028128,0.630014874572689,0.5625,0.5625,0.0,3.0,13.0,0.53125,0.0,0.0,0.6666666666666666,False
1.0,0.5,-0.12,3,0.35,64.0,1.0863432696553685,0.6312058482723024,0.578125,0.578125,0.0,2.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
1.0,0.25,-0.12,3,0.35,64.0,1.0864753305632553,0.6309223804323099,0.578125,0.578125,0.0,2.0,13.0,0.546875,0.0,0.0,0.6862745098039216,False
1.0,0.0,-0.12,3,0.35,64.0,1.086806572663128,0.6307348479806344,0.578125,0.578125,0.0,3.0,13.0,0.53125,0.0,0.0,0.6666666666666666,False
